caseidx,d0,d1a,d1b,d1c,d2,d3,d4,d5,d6,d7,d8,d9,d10,b1a,b1aa,b1b,b2a,b2b,b3a,b3b,b4a,b4b,b5a,b5b,b6a,b6b,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,ga,gb1,gb2,gb3,gb4,gb5,gb6,gb7,gb8,gb9a,gb9b,cr1,cr2,ct1,ct1a,ct1b,ct2,ct2a,ct2b,c1,c2,e1,e2,e3,e4,e5,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,g1,g2,callern,caller_id,supern,team_no,dateinterviewstart,dateinterviewend,interview_start_time,interview_end_time,caller_phone_number,name_of_respondent,phone_number_of_respondent,treatment_status,interviewn_result,number_of_calls
87404,505142179,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,54,JSS/JHS,5,Yes,Informal sector,< 500,Yes,I somewhat trust,I moderately believe,Agree,20,Agree,50,Agree,40,Agree,90,Agree,100,Spouse,0,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,,7,3,,1,3,0,0,0,0,0,0,0,A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),All of the time (7 times in 7 days,All of the time (7 times in 7 days,Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),All of the time (7 times in 7 days,A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Very often(5-7 times in a day),Often(3-4 times in a day),PII,113,,11,6102020,6102020,180648,180909,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
92303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PII,113,,11,6102020,6102020,182223,182249,.p,PII,PII,0,Refused,3
88007,545850151,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,28,SSS/SHS,3,Yes,Informal sector,501 - 1000,Yes,I moderately trust,I somewhat believe,Agree,50,Agree,90,Agree,90,Agree,90,Agree,100,Spouse,8,90,No,No,No,No,No,Yes,Yes,Yes,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,15,10,,3,5,0,0,0,0,0,0,0,None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),All of the time (7 times in 7 days,A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,6102020,6102020,202425,202730,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),2
86507,542381034,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,40,SSS/SHS,5,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,50,Agree,50,Agree,100,Agree,100,Agree,90,Spouse,0,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,,2,1,,1,1,0,0,0,0,0,0,0,Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),All of the time (7 times in 7 days,Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),All of the time (7 times in 7 days,Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,6102020,6102020,175846,180243,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),2
65015,206629782,RECODE,ASOFAA,1,Male,Grusi,Yes,37,Nursery,6,Yes,Informal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,Spouse,12,150,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,8,10,,2,10,120,20,0,0,25,0,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,102,,10,6102020,6102020,95621,100452,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
92703,544979263,RECODE,ASOFAA,1,Male,Mole-Dagbani,Yes,31,Nursery,4,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,Spouse,35,0,Yes,No,No,Yes,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,12,10,,1,10,50,5,0,0,0,0,0,A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,102,,10,6102020,6102020,94254,94833,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
87508,247840958,RECODE,ASOFAA,1,Male,Gurma,Yes,26,Nursery,5,Yes,Informal sector,< 500,Yes,I somewhat trust,I somewhat believe,Agree,50,Agree,50,Agree,50,Agree,50,Agree,50,Spouse,45,0,Yes,No,No,Yes,No,Yes,Yes,Yes,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,6,3,,0,0,50,0,45,0,0,0,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,102,,10,6102020,6102020,100844,101556,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
27014,243049285,RECODE,ASOFAA,1,Male,Ga-Dangme,Yes,45,Tertiary - Bachelor?s Degree,4,Yes,Formal sector,1501 - 2000,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,Spouse,48,0,No,No,No,No,No,Yes,Yes,Yes,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,,25,40,,0,0,300,100,100,100,0,0,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,102,,10,6102020,6102020,180343,181023,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
82603,243302433,RECODE,ASOFAA,1,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6102020,,95125,,,PII,PII,2,"Call go through, No reply",1
64908,242517689,RECODE,ASOFAA,1,Female,Mole-Dagbani,Yes,38,Voc/technical/commercial,5,Yes,Formal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,"Other family members(specify mother, father, siblings, extended relatives)",35,0,No,No,No,No,No,Yes,Yes,Yes,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,20,30,,0,0,300,150,100,0,0,0,0,A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,102,,10,6102020,6102020,133759,134342,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
89604,544497880,RECODE,ASOFAA,1,Male,Grusi,Yes,41,Nursery,6,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,70,Agree,70,Agree,70,Agree,70,Agree,70,Spouse,34,50,No,No,No,Yes,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,,5,3,,1,3,60,10,0,0,0,0,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,102,,10,6102020,6102020,100508,100747,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
86101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8102020,,24921,,,PII,PII,1,"Call go through, No reply",9
48208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8102020,,24715,,,PII,PII,2,"Call go through, No reply",9
60614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8102020,,24731,,,PII,PII,0,"Call go through, No reply",9
46809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8102020,,24604,,,PII,PII,2,"Call go through, No reply",8
97208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8102020,,24938,,,PII,PII,0,"Call go through, No reply",9
61007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PII,106,,10,8102020,8102020,24751,24813,.p,PII,PII,0,Wrong phone numebr,5
81904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8102020,,24904,,,PII,PII,1,"Call go through, No reply",9
3412,208031700,RECODE,ASOFAA,1,Male,Akan,Yes,68,JSS/JHS,7,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,Spouse,0,0,No,No,No,Yes,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,,70,5,,0,0,300,50,0,0,50,200,0,A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,104,,10,7102020,7102020,140039,141212,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),1
34706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7102020,,141652,,,PII,PII,1,Call Back,5
34708,541294414,RECODE,ASOFAA,1,Male,Ewe,Yes,62,Other (specify),11,Yes,Informal sector,< 500,Yes,I moderately trust,I moderately believe,Agree,60,Agree,60,Agree,60,Agree,60,Agree,60,Myself,0,0,Yes,No,No,Yes,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,,35,5,,0,0,300,50,10,30,0,0,0,A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,104,,10,7102020,7102020,141801,144059,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),1
69904,556062403,RECODE,ASOFAA,1,Male,Gurma,Yes,52,Other (specify),7,Yes,Informal sector,< 500,Yes,I moderately trust,I moderately believe,Agree,70,Agree,70,Agree,40,Agree,50,Agree,100,Spouse,48,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,4,10,,0,0,150,50,0,0,0,150,0,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,109,,10,7102020,7102020,163905,164517,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),7
45913,241789919,RECODE,ASOFAA,1,Male,Ga-Dangme,Yes,53,Middle,2,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,80,Agree,80,Agree,60,Agree,80,Agree,80,Spouse,0,0,No,No,No,No,No,No,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,No,No,No,No,No,No,No,No,No,No,,30,20,,0,0,280,0,0,20,0,100,0,Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,All of the time (7 times in 7 days,Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,105,,10,8102020,8102020,92653,192454,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),11
41912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8102020,,172004,,,PII,PII,1,Call Back,1
50308,244581980,RECODE,ASOFAA,1,Male,Akan,Yes,78,JSS/JHS,5,No,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,50,Agree,50,Agree,50,Agree,50,Agree,50,Spouse,0,0,No,No,No,Yes,No,No,Yes,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,,84,40,,0,0,200,80,0,0,0,0,0,None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,104,,10,8102020,8102020,172304,173526,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),1
